MD;Ele;Ele5;EleSimp;EleSimp5;UpscaledThinLayerRemoval;UpscaledThinLayerRemovalSimp;AMPCONS;INSPHASE;RAI;RMS;FLAT;SWT
5116.0088;2;2;2;2;2;2;0.276674926;9.305634499;83898.30469;72013.03125;0.023869731;114937.0156
5116.1612;2;2;2;2;2;2;0.276610673;10.06609726;85965.53125;72081.25;0.023900267;114846.625
5116.3136;2;2;2;2;2;2;0.276546419;10.82656002;88032.75;72149.46875;0.023930807;114756.2344
5116.466;2;2;2;2;2;2;0.276482165;11.58702278;90099.97656;72217.6875;0.023961341;114665.8438
5116.6184;2;2;2;2;2;2;0.276417881;12.34748459;92167.19531;72285.90625;0.023991877;114575.4531
5116.7708;2;2;2;2;2;2;0.276353627;13.10794544;94234.41406;72354.125;0.02402241;114485.0625
5116.9232;2;2;2;2;2;2;0.276289374;13.8684063;96301.625;72422.34375;0.024052946;114394.6719
5117.0756;2;2;2;2;2;2;0.27622512;14.62886715;98368.84375;72490.5625;0.024083488;114304.2734
5117.228;2;2;2;2;2;2;0.276160866;15.389328;100436.0547;72558.78125;0.02411402;114213.8828
5117.3804;2;2;2;2;2;2;0.276096612;16.1497879;102503.2578;72627;0.024144551;114123.4844
5117.5328;2;2;2;2;2;2;0.276032358;16.9102478;104570.4609;72695.21875;0.024175087;114033.0938
5117.6852;2;2;2;2;2;2;0.275968134;17.67066002;106637.5391;72763.44531;0.024205627;113942.7031
5117.8376;2;2;2;2;2;2;0.27590394;18.43099594;108704.4141;72831.6875;0.02423618;113852.3359
5117.99;2;2;2;2;2;2;0.275839806;19.19130135;110771.2188;72899.92969;0.024266733;113761.9766
5118.1424;2;2;2;2;2;2;0.275775641;19.95160484;112838.0234;72968.17969;0.02429729;113671.6094
5118.2948;2;2;2;2;2;2;0.275711507;20.71190643;114904.8438;73036.42188;0.024327843;113581.25
5118.4472;2;2;2;2;2;2;0.275647342;21.47220612;116971.6719;73104.67188;0.024358394;113490.8906
5118.5996;2;2;2;2;2;2;0.275583208;22.23250389;119038.5078;73172.91406;0.024388943;113400.5313
5118.752;2;2;2;2;2;2;0.275519073;22.99280167;121105.3516;73241.15625;0.024419494;113310.1719
5118.9044;2;2;2;2;2;2;0.275454938;23.75309563;123172.2109;73309.40625;0.024450043;113219.8125
5119.0568;2;2;2;2;2;2;0.275390774;24.51338768;125239.0781;73377.64844;0.024480593;113129.4453
5119.2092;2;2;2;2;2;2;0.275326639;25.27367783;127305.9453;73445.89063;0.024511144;113039.0859
5119.3616;2;2;2;2;2;2;0.275262505;26.03396606;129372.8281;73514.13281;0.024541693;112948.7266
5119.514;2;2;2;2;2;2;0.27519837;26.7942524;131439.7031;73582.375;0.024572244;112858.3672
5119.6664;2;2;2;2;2;2;0.275134236;27.55453682;133506.6094;73650.625;0.024602793;112768.0078
5119.8188;2;2;2;2;2;2;0.275070101;28.31482124;135573.5156;73718.86719;0.024633337;112677.6484
5119.9712;2;2;2;2;2;2;0.275005996;29.07509995;137640.4219;73787.10156;0.024663882;112587.2891
5120.1236;3;2;3;2;2;2;0.274941862;29.83537865;139707.3438;73855.34375;0.024694426;112496.9297
5120.276;3;2;3;2;2;2;0.274877727;30.59565735;141774.2813;73923.58594;0.024724973;112406.5703
5120.4284;3;2;3;2;2;2;0.274813622;31.35593224;143841.2344;73991.82813;0.024755517;112316.2109
5120.5808;3;2;3;2;2;2;0.274778426;32.11604691;145444.1875;74043.79688;0.02477927;112180.9141
5120.7332;3;2;3;2;2;2;0.274772584;32.87599564;146576.75;74079.26563;0.024796134;112000.0547
5120.8856;3;2;3;2;2;2;0.274773687;33.63590622;147597.75;74110.82031;0.024811365;111808.3906
5121.038;3;2;3;2;2;2;0.27477482;34.3958168;148618.7656;74142.375;0.024826594;111616.7344
5121.1904;2;2;2;2;2;2;0.274775952;35.15572739;149639.7813;74173.9375;0.024841825;111425.0859
5121.3428;2;2;2;2;2;2;0.274777055;35.91563797;150660.8281;74205.49219;0.024857054;111233.4453
5121.4952;2;2;2;2;2;2;0.274778187;36.67554855;151681.8906;74237.05469;0.024872279;111041.8047
5121.6476;2;2;2;2;2;2;0.27477929;37.43545532;152702.9688;74268.60938;0.024887504;110850.1719
5121.8;2;2;2;2;2;2;0.274780422;38.19536209;153724.0625;74300.17188;0.024902735;110658.5469
5121.9524;2;2;2;2;2;2;0.274781555;38.95526886;154745.1719;74331.73438;0.024917964;110466.9219
5122.1048;2;2;2;2;2;2;0.274782687;39.71517563;155766.3125;74363.29688;0.024933195;110275.3047
5122.2572;2;2;2;2;2;2;0.27478379;40.4750824;156787.4531;74394.85938;0.024948424;110083.6953
5122.4096;2;2;2;2;2;2;0.274784923;41.23498535;157808.6094;74426.42188;0.024963655;109892.0938
5122.562;2;2;2;2;2;2;0.274786055;41.99489212;158829.7813;74457.99219;0.024978884;109700.4922
5122.7144;2;2;2;2;2;2;0.274787188;42.75479507;159850.9844;74489.55469;0.024994114;109508.9063
5122.8668;2;2;2;2;2;2;0.27478829;43.51469803;160872.2031;74521.11719;0.025009343;109317.3203
5123.0192;2;2;2;2;2;2;0.274789423;44.27460098;161893.4219;74552.6875;0.025024574;109125.7422
5123.1716;2;2;2;2;2;2;0.274790555;45.03450012;162914.6563;74584.25781;0.025039805;108934.1641
5123.324;2;2;2;2;2;2;0.274791688;45.79440308;163935.9063;74615.82813;0.025055034;108742.5938
5123.4764;2;2;2;2;2;2;0.27479282;46.55430222;164957.2031;74647.39063;0.025070265;108551.0313
5123.6288;2;2;2;2;2;2;0.274793953;47.31420136;165978.5;74678.96875;0.025085494;108359.4688
5123.7812;2;2;2;2;2;2;0.274795085;48.07410049;166999.7969;74710.53906;0.025100725;108167.9219
5123.9336;2;2;2;2;2;2;0.274796218;48.83399963;168021.125;74742.10938;0.025115954;107976.3828
5124.086;2;2;2;2;2;2;0.27479735;49.59389877;169042.4688;74773.6875;0.025131185;107784.8438
5124.2384;3;2;3;2;2;2;0.274798483;50.35379791;170063.8281;74805.25781;0.025146414;107593.3047
5124.3908;3;2;3;2;2;2;0.274799615;51.11369324;171085.2031;74836.83594;0.025161644;107401.7734
5124.5432;3;2;3;2;2;2;0.274800748;51.87359238;172106.5938;74868.41406;0.025176873;107210.25
5124.6956;3;2;3;2;2;2;0.27480188;52.6334877;173128.0156;74899.98438;0.02519211;107018.7344
5124.848;3;2;3;2;2;2;0.274803013;53.39338303;174149.4375;74931.5625;0.025207344;106827.2266
5125.0004;3;2;3;2;2;2;0.274804145;54.15327454;175170.875;74963.14063;0.025222573;106635.7266
5125.1528;3;2;3;2;2;2;0.274805278;54.91316986;176192.3281;74994.72656;0.025237804;106444.2266
5125.3052;3;2;3;2;2;2;0.27480644;55.67306137;177213.8125;75026.30469;0.025253035;106252.7266
5125.4576;3;2;3;2;2;2;0.274807572;56.43295288;178235.3125;75057.88281;0.025268264;106061.2422
5125.61;3;2;3;2;2;2;0.27488929;57.20092773;178559.7656;75017.66406;0.025280694;105829.8594
5125.7624;3;2;3;2;2;2;0.275029481;57.97477341;178378.1875;74925.3125;0.025291093;105569.5078
5125.9148;3;2;3;2;2;2;0.27517432;58.74908829;178156.4375;74828.82031;0.025301332;105306.8672
5126.0672;3;2;3;2;2;2;0.275319159;59.52340698;177934.7031;74732.32813;0.025311567;105044.2266
5126.2196;2;2;2;2;2;2;0.275463969;60.29772949;177712.9688;74635.83594;0.025321802;104781.5781
5126.372;2;2;2;2;2;2;0.275608808;61.072052;177491.25;74539.35156;0.025332043;104518.9375
5126.5244;2;2;2;2;2;2;0.275753647;61.84637833;177269.5469;74442.86719;0.025342282;104256.3047
5126.6768;2;2;2;2;2;2;0.275898486;62.62070847;177047.8438;74346.38281;0.025352528;103993.6641
5126.8292;2;2;2;2;2;2;0.276043326;63.39503861;176826.1406;74249.89844;0.025362773;103731.0234
5126.9816;2;2;2;2;2;2;0.276188165;64.16938019;176604.4688;74153.42188;0.025373012;103468.3906
5127.134;2;2;2;2;2;2;0.276333004;64.94371796;176382.8125;74056.9375;0.025383253;103205.7578
5127.2864;2;2;2;2;2;2;0.276477844;65.71805573;176161.1563;73960.46094;0.025393497;102943.125
5127.4388;2;2;2;2;2;2;0.276622683;66.49240112;175939.5;73863.98438;0.025403742;102680.4922
5127.5912;2;2;2;2;2;2;0.276767522;67.26674652;175717.8594;73767.50781;0.025413983;102417.8594
5127.7436;2;2;2;2;2;2;0.276912332;68.04109955;175496.2344;73671.03125;0.025424227;102155.2344
