MD;Ele;Ele5;EleSimp;EleSimp5;UpscaledThinLayerRemoval;UpscaledThinLayerRemovalSimp;AMPCONS;INSPHASE;RAI;RMS;FLAT;SWT
5225.6436;1;3;1;3;3;3;0.254253119;2.476589203;23854.78711;37475.59766;0.04177773;53211.23828
5225.796;1;3;1;3;3;3;0.254499137;2.970963717;24607.77734;37478.87109;0.042130921;53151.15234
5225.9484;1;3;1;3;3;3;0.254744738;3.465707064;25361.2832;37482.14063;0.04248441;53091.20703
5226.1008;1;3;1;3;3;3;0.254989952;3.960821867;26115.30664;37485.40625;0.04283819;53031.39844
5226.2532;1;3;1;3;3;3;0.255234748;4.456311226;26869.84766;37488.66406;0.043192279;52971.72656
5226.4056;1;3;1;3;3;3;0.255479127;4.952177048;27624.90234;37491.91797;0.043546669;52912.1875
5226.558;2;3;2;3;3;3;0.255723119;5.448422432;28380.47461;37495.16406;0.043901362;52852.78125
5226.7104;3;3;3;3;3;3;0.255966693;5.945049286;29136.5625;37498.40625;0.044256359;52793.50391
5226.8628;3;3;3;3;3;3;0.25620988;6.442060947;29893.16406;37501.64063;0.04461167;52734.35547
5227.0152;3;3;3;3;3;3;0.25645265;6.939459801;30650.2832;37504.87109;0.044967301;52675.33594
5227.1676;3;3;3;3;3;3;0.256695002;7.43724823;31407.91602;37508.09375;0.04532323;52616.4375
5227.32;3;3;3;3;3;3;0.256936997;7.935428619;32166.06445;37511.3125;0.04567948;52557.66406
5227.4724;3;3;3;3;3;3;0.257178575;8.43400383;32924.72656;37514.52344;0.04603605;52499.00781
5227.6248;4;3;3;3;3;3;0.257419735;8.932976723;33683.90625;37517.73047;0.04639294;52440.47656
5227.7772;4;3;3;3;3;3;0.257660538;9.432349205;34443.59766;37520.92969;0.046750151;52382.05859
5227.9296;4;3;3;3;3;3;0.257900953;9.932124138;35203.80469;37524.12109;0.047107689;52323.75781
5228.082;4;3;3;3;3;3;0.258140951;10.43230438;35964.52344;37527.30859;0.047465541;52265.57031
5228.2344;4;3;3;3;3;3;0.258380562;10.9328928;36725.75781;37530.48438;0.047823731;52207.49609
5228.3868;4;3;3;3;3;3;0.258619815;11.4338913;37487.50391;37533.66016;0.048182249;52149.52734
5228.5392;4;3;3;3;3;3;0.258858651;11.93530178;38249.76563;37536.82422;0.048541099;52091.67188
5228.6916;4;3;3;3;3;3;0.259097129;12.43712902;39012.53906;37539.98438;0.048900291;52033.92188
5228.844;4;3;3;3;3;3;0.259348869;12.94188309;39765.00781;37542.26563;0.049261089;51974.59375
5228.9964;4;3;3;3;3;3;0.259961635;13.51330185;40231.11328;37521.40625;0.049656071;51870.54688
5229.1488;4;3;3;3;3;3;0.260573924;14.08458519;40697.45703;37500.55469;0.05005106;51766.13672
5229.3012;4;3;3;3;3;3;0.261185736;14.6561203;41164.40625;37479.70703;0.05044625;51661.31641
5229.4536;3;3;3;3;3;3;0.261796951;15.22828484;41632.3125;37458.86719;0.05084182;51556.03125
5229.606;3;3;3;3;3;3;0.26240772;15.8003149;42100.44531;37438.03125;0.051237401;51450.38281
5229.7584;3;3;3;3;3;3;0.263018042;16.37220955;42568.80469;37417.19922;0.051633;51344.35938
5229.9108;3;3;3;3;3;3;0.263627887;16.94396782;43037.38281;37396.36719;0.052028619;51237.96484
5230.0632;3;3;3;3;3;3;0.264237285;17.51559067;43506.18359;37375.53516;0.05242426;51131.19531
5230.2156;3;3;3;3;3;3;0.264846206;18.08707619;43975.19531;37354.71094;0.052819919;51024.05078
5230.368;3;3;3;3;3;3;0.26545468;18.65842438;44444.42578;37333.88281;0.053215601;50916.52734
5230.5204;3;3;3;3;3;3;0.266062737;19.22963333;44913.86328;37313.05859;0.053611301;50808.625
5230.6728;3;3;3;3;3;3;0.266670317;19.80070686;45383.51172;37292.23828;0.05400702;50700.33984
5230.8252;3;3;3;3;3;3;0.267277449;20.37164116;45853.36328;37271.41797;0.054402769;50591.66797
5230.9776;2;3;2;3;3;3;0.267884135;20.94243622;46323.41797;37250.60156;0.05479854;50482.61719
5231.13;2;3;2;3;3;3;0.268490374;21.51309204;46793.67578;37229.78516;0.055194341;50373.17578
5231.2824;2;3;2;3;3;3;0.269096196;22.08360672;47264.12891;37208.96875;0.055590171;50263.34375
5231.4348;2;3;2;3;3;3;0.269701541;22.65398216;47734.77344;37188.15625;0.055986028;50153.12109
5231.5872;2;3;2;3;3;3;0.270306468;23.22421837;48205.61328;37167.33984;0.056381911;50042.50781
5231.7396;2;3;2;3;3;3;0.270910978;23.79431152;48676.64063;37146.53125;0.056777831;49931.5
5231.892;2;3;2;3;3;3;0.271515042;24.36426544;49147.85547;37125.71875;0.057173781;49820.09766
5232.0444;3;3;3;3;3;3;0.272118658;24.93407631;49619.25391;37104.91016;0.057569761;49708.29297
5232.1968;3;3;3;3;3;3;0.272721857;25.50374413;50090.83594;37084.09766;0.05796577;49596.08984
5232.3492;3;3;3;3;3;3;0.273324639;26.0732708;50562.59375;37063.28906;0.058361821;49483.48438
5232.5016;3;3;3;3;3;3;0.273927003;26.64265251;51034.52734;37042.48047;0.058757909;49370.47656
5232.654;3;3;3;3;3;3;0.274528921;27.21189308;51506.63672;37021.67578;0.05915403;49257.0625
5232.8064;3;3;3;3;3;3;0.275130421;27.78098679;51978.91016;37000.86719;0.059550189;49143.24219
5232.9588;3;3;3;3;3;3;0.275731534;28.34993935;52451.35547;36980.05859;0.059946399;49029.01172
5233.1112;2;3;2;3;3;3;0.2763322;28.91874504;52923.96484;36959.25;0.06034264;48914.36719
5233.2636;2;3;2;3;3;3;0.276932448;29.48740578;53396.73828;36938.44531;0.060738921;48799.31641
