MD;Ele;Ele5;EleSimp;EleSimp5;UpscaledThinLayerRemoval;UpscaledThinLayerRemovalSimp;AMPCONS;INSPHASE;RAI;RMS;FLAT;SWT
5085.181645;2;2;2;2;3;3;0.242084265;-12.12080097;1399.268311;68444.14844;0.047952253;107575.2813
5085.334045;2;2;2;2;3;3;0.242160663;-11.3959322;3946.508057;68441.82813;0.047864005;107591.2266
5085.486445;2;2;2;2;3;3;0.242237046;-10.67106819;6493.499512;68439.55469;0.047775831;107607.2578
5085.638845;1;2;1;2;3;3;0.2423134;-9.946208;9040.242188;68437.30469;0.047687732;107623.3594
5085.791245;1;2;1;2;3;3;0.242389739;-9.221353531;11586.73731;68435.10156;0.047599696;107639.5469
5085.943645;1;2;1;2;3;3;0.242466062;-8.49650383;14132.9834;68432.9375;0.04751173;107655.8125
5086.096045;1;2;1;2;3;3;0.242542371;-7.771657944;16678.98047;68430.80469;0.04742384;107672.1641
5086.248445;2;2;2;2;3;3;0.24261868;-7.046817303;19224.73047;68428.71094;0.047336016;107688.5938
5086.400845;3;2;3;2;3;3;0.242694944;-6.321980953;21770.23047;68426.64844;0.04724827;107705.1016
5086.553245;3;2;3;2;3;3;0.242771208;-5.597149372;24315.48242;68424.63281;0.047160596;107721.6953
5086.705645;3;2;3;2;3;3;0.242847472;-4.872322559;26860.48828;68422.64844;0.047072988;107738.3672
5086.858045;3;2;3;2;3;3;0.242923692;-4.147500038;29405.24414;68420.70313;0.046985451;107755.1172
5087.010445;3;2;3;2;3;3;0.242999911;-3.422682285;31949.75195;68418.78906;0.046897985;107771.9453
5087.162845;3;2;3;2;3;3;0.243076101;-2.697869301;34494.00781;68416.91406;0.04681059;107788.8672
5087.315245;3;2;3;2;3;3;0.243152276;-1.973060608;37038.01953;68415.08594;0.046723269;107805.8594
5087.467645;3;2;3;2;3;3;0.24322845;-1.248256445;39581.78516;68413.28125;0.046636019;107822.9297
5087.620045;3;2;3;2;3;3;0.243304595;-0.523456872;42125.30078;68411.52344;0.04654884;107840.0859
5087.772445;3;2;3;2;3;3;0.243380725;0.201338142;44668.56641;68409.79688;0.046461724;107857.3203
5087.924845;3;2;3;2;3;3;0.243456841;0.926128626;47211.58203;68408.10938;0.04637469;107874.6406
5088.077245;3;2;3;2;2;3;0.243532926;1.650914669;49754.35156;68406.46094;0.046287723;107892.0391
5088.229645;3;2;3;2;2;3;0.243609011;2.375696182;52296.875;68404.84375;0.046200823;107909.5234
5088.382045;4;2;3;2;2;2;0.243685082;3.100473166;54839.14453;68403.26563;0.046113998;107927.0781
5088.534445;3;2;3;2;2;2;0.243761122;3.825245857;57381.16797;68401.72656;0.046027243;107944.7266
5088.686845;3;2;3;2;2;2;0.243837163;4.550014019;59922.94531;68400.22656;0.045940556;107962.4453
5088.839245;1;2;1;2;2;2;0.243913159;5.274777412;62464.47656;68398.75781;0.045853943;107980.25
5088.991645;1;2;1;2;2;2;0.243989155;5.999536514;65005.75391;68397.32813;0.0457674;107998.1328
5089.144045;1;2;1;2;2;2;0.244065151;6.724291325;67546.78125;68395.9375;0.045680929;108016.0938
5089.296445;1;2;1;2;2;2;0.244141102;7.449041843;70087.57031;68394.57813;0.045594528;108034.1406
5089.448845;1;2;1;2;2;2;0.244217053;8.173788071;72628.10156;68393.26563;0.045508195;108052.2656
5089.601245;1;2;1;2;2;2;0.244292989;8.898529053;75168.39063;68391.98438;0.045421939;108070.4766
5089.753645;1;2;1;2;2;2;0.244368896;9.62326622;77708.42969;68390.74219;0.045335755;108088.7656
5089.906045;2;2;2;2;2;2;0.244444788;10.34799957;80248.21875;68389.53906;0.045249637;108107.1406
5090.058445;2;2;2;2;2;2;0.244517326;11.08037853;82590.71094;68404.76563;0.045137599;108079.0703
5090.210845;1;2;1;2;2;2;0.244582966;11.8284359;84529.53906;68453.59375;0.044972461;107955.8594
5090.363245;2;2;2;2;2;2;0.244648218;12.57731056;86448.47656;68504.03125;0.044804864;107828.0547
5090.515645;1;2;1;2;2;2;0.244713426;13.32624912;88366.99219;68554.47656;0.044637375;107700.2578
5090.668045;2;2;2;2;2;2;0.244778574;14.07525158;90285.07813;68604.91406;0.044469986;107572.4609
5090.820445;2;2;2;2;2;2;0.244843662;14.82431793;92202.74219;68655.35938;0.044302702;107444.6641
5090.972845;2;2;2;2;2;2;0.244908691;15.57344818;94119.96875;68705.79688;0.04413553;107316.875
5091.125245;2;2;2;2;2;2;0.244973674;16.32264137;96036.77344;68756.23438;0.043968469;107189.0859
5091.277645;2;2;2;2;2;2;0.245038599;17.07189751;97953.15625;68806.67188;0.043801516;107061.3125
5091.430045;3;2;3;2;2;2;0.245103478;17.8212204;99869.10938;68857.10938;0.043634668;106933.5391
5091.582445;3;2;3;2;2;2;0.245168284;18.57060623;101784.625;68907.54688;0.043467924;106805.7656
5091.734845;4;2;3;2;2;2;0.245233044;19.32005501;103699.7188;68957.98438;0.043301281;106677.9922
5091.887245;4;2;3;2;2;2;0.245297745;20.06956673;105614.3906;69008.42188;0.043134756;106550.2344
5092.039645;3;2;3;2;2;2;0.245362401;20.8191433;107528.6406;69058.85156;0.04296834;106422.4766
5092.192045;3;2;3;2;2;2;0.245426983;21.56878471;109442.4531;69109.28906;0.042802028;106294.7266
5092.344445;3;2;3;2;2;2;0.24549152;22.31848908;111355.8359;69159.72656;0.042635821;106166.9766
5092.496845;3;2;3;2;2;2;0.245555997;23.06825638;113268.7969;69210.15625;0.042469718;106039.2344
5092.649245;3;2;3;2;2;2;0.24562043;23.81808853;115181.3359;69260.58594;0.042303726;105911.4922
5092.801645;2;2;2;2;2;2;0.245684788;24.56798554;117093.4453;69311.01563;0.042137843;105783.7656
5092.954045;2;2;2;2;2;2;0.245749101;25.31794548;119005.1172;69361.45313;0.041972067;105656.0391
5093.106445;2;2;2;2;2;2;0.245813355;26.06797028;120916.375;69411.88281;0.0418064;105528.3125
5093.258845;2;2;2;2;2;2;0.245877564;26.81805801;122827.2031;69462.30469;0.041640837;105400.5938
5093.411245;2;2;2;2;2;2;0.245941699;27.56820869;124737.6016;69512.73438;0.041475385;105272.8828
5093.563645;2;2;2;2;2;2;0.246005788;28.31842423;126647.5703;69563.16406;0.041310038;105145.1797
5093.716045;2;2;2;2;2;2;0.246069819;29.06870461;128557.1172;69613.58594;0.041144799;105017.4766
5093.868445;2;2;2;2;2;2;0.246133804;29.81904793;130466.2422;69664.01563;0.040979672;104889.7813
5094.020845;2;2;2;2;2;2;0.246197596;30.56950569;132375.125;69714.48438;0.040814541;104762.125
5094.173245;2;2;2;2;2;2;0.246261075;31.32014275;134284.0469;69765.04688;0.040649284;104634.5469
5094.325645;2;2;2;2;2;2;0.24632445;32.07086563;136192.6563;69815.64063;0.040484089;104506.9922
5094.478045;2;2;2;2;2;2;0.24638778;32.82164764;138100.8594;69866.22656;0.040318992;104379.4375
5094.630445;2;2;2;2;2;2;0.24645105;33.57249069;140008.6563;69916.8125;0.040153995;104251.8984
5094.782845;2;2;2;2;2;2;0.246514246;34.32339478;141916.0469;69967.39844;0.039989103;104124.3594
5094.935245;2;2;2;2;2;2;0.246577397;35.07435989;143823.0156;70017.97656;0.039824314;103996.8203
5095.087645;2;2;2;2;2;2;0.246645421;35.82013702;145403.6719;70054.28125;0.039709132;103833.0078
5095.240045;2;2;2;2;2;2;0.246723414;36.555233;146317.5625;70061.38281;0.039695229;103594.9922
5095.392445;2;2;2;2;2;2;0.246801764;37.28985214;147200.2813;70067.09375;0.039686006;103353.4844
5095.544845;2;2;2;2;2;2;0.246880025;38.02449036;148082.4688;70072.77344;0.039676808;103111.8828
5095.697245;2;2;2;2;2;2;0.246958181;38.75914383;148964.1406;70078.41406;0.039667636;102870.2031
5095.849645;2;2;2;2;2;2;0.247036234;39.49381638;149845.2656;70084.00781;0.039658479;102628.4297
5096.002045;2;2;2;2;2;2;0.247114196;40.228508;150725.875;70089.57813;0.039649349;102386.5703
5096.154445;2;2;2;2;2;2;0.24719207;40.96321487;151605.9531;70095.10156;0.039640248;102144.625
5096.306845;2;2;2;2;2;2;0.247269839;41.69793701;152485.5;70100.58594;0.039631166;101902.5938
5096.459245;2;2;2;2;2;2;0.247347504;42.43267822;153364.5156;70106.03906;0.039622102;101660.4688
5096.611645;2;2;2;2;2;2;0.247425064;43.16743851;154243;70111.45313;0.039613061;101418.2656
5096.764045;2;2;2;2;2;2;0.247502536;43.90221405;155120.9688;70116.82813;0.039604049;101175.9688
5096.916445;2;2;2;2;2;2;0.247579902;44.63700867;155998.3906;70122.16406;0.039595056;100933.5859
5097.068845;2;2;2;2;2;2;0.24765718;45.37182236;156875.2969;70127.46094;0.039586086;100691.1172
5097.221245;2;2;2;2;2;2;0.247734353;46.10665131;157751.6719;70132.71875;0.039577141;100448.5547
5097.373645;2;2;2;2;2;2;0.247811422;46.84149933;158627.5;70137.9375;0.039568216;100205.9141
5097.526045;2;2;2;2;2;2;0.247888401;47.57636643;159502.8125;70143.125;0.039559316;99963.17969
5097.678445;2;2;2;2;2;2;0.247965291;48.31124878;160377.6094;70148.27344;0.039550435;99720.35938
5097.830845;2;2;2;2;2;2;0.248042077;49.04615021;161251.8438;70153.375;0.03954158;99477.45313
5097.983245;2;2;2;2;2;2;0.248118758;49.78107452;162125.5625;70158.45313;0.039532747;99234.46094
5098.135645;2;2;2;2;2;2;0.248195335;50.51601028;162998.7656;70163.48438;0.039523937;98991.375
5098.288045;3;2;3;2;2;2;0.248271823;51.25096893;163871.4219;70168.47656;0.039515156;98748.20313
5098.440445;3;2;3;2;2;2;0.248348221;51.98594284;164743.5469;70173.4375;0.039506391;98504.94531
5098.592845;3;2;3;2;2;2;0.2484245;52.72093582;165615.1406;70178.35156;0.039497647;98261.60156
5098.745245;3;2;3;2;2;2;0.24850069;53.45595169;166486.2031;70183.22656;0.039488927;98018.16406
5098.897645;3;2;3;2;2;2;0.24857679;54.19098282;167356.7344;70188.07031;0.039480235;97774.64063
5099.050045;3;2;3;2;2;2;0.248652786;54.92603302;168226.7344;70192.875;0.039471559;97531.03125
5099.202445;3;2;3;2;2;2;0.248728678;55.6611023;169096.2031;70197.64063;0.039462909;97287.33594
5099.354845;2;2;2;2;2;2;0.24880448;56.39618683;169965.1406;70202.36719;0.039454289;97043.54688
5099.507245;2;2;2;2;2;2;0.248880178;57.13129425;170833.5469;70207.05469;0.039445687;96799.67188
5099.659645;2;2;2;2;2;2;0.248955771;57.86642075;171701.4063;70211.71094;0.0394371;96555.71094
5099.812045;2;2;2;2;2;2;0.249031276;58.6015625;172568.75;70216.32031;0.03942854;96311.66406
5099.964445;2;2;2;2;2;2;0.24910669;59.33672714;173435.5625;70220.89063;0.039420009;96067.52344
5100.116845;2;2;2;2;2;2;0.249200195;60.08215332;173934.7344;70179.63281;0.039453838;95814.60156
5100.269245;2;2;2;2;2;2;0.249330446;60.84835815;173689.5469;70045.54688;0.039573487;95544.03125
5100.421645;2;2;2;2;2;2;0.249461621;61.61515427;173422.6406;69908.76563;0.039695587;95272.96875
5100.574045;2;2;2;2;2;2;0.249592692;62.38195038;173155.3281;69771.9375;0.039817683;95001.91406
5100.726445;2;2;2;2;2;2;0.249723613;63.14874649;172887.6094;69635.0625;0.039939772;94730.86719
5100.878845;2;2;2;2;2;2;0.249854416;63.9155426;172619.4531;69498.14063;0.040061858;94459.82813
5101.031245;2;2;2;2;2;2;0.249985084;64.6823349;172350.8906;69361.17969;0.040183939;94188.80469
5101.183645;2;2;2;2;2;2;0.250115603;65.4491272;172081.9063;69224.16406;0.040306013;93917.78906
5101.336045;2;2;2;2;2;2;0.250246018;66.2159195;171812.4844;69087.10938;0.040428083;93646.78125
5101.488445;2;2;2;2;2;2;0.250376284;66.98271179;171542.6563;68950.01563;0.040550154;93375.78906
5101.640845;2;2;2;2;2;2;0.250506431;67.74950409;171272.4063;68812.86719;0.040672213;93104.79688
