MD;Ele;Ele5;EleSimp;EleSimp5;UpscaledThinLayerRemoval;UpscaledThinLayerRemovalSimp;AMPCONS;INSPHASE;RAI;RMS;FLAT;SWT
5033.528;3;3;3;3;3;3;0.381894857;47.17561722;115670.6328;45036.12891;0.022687741;67517.40625
5033.6804;3;3;3;3;3;3;0.381846964;47.94106293;116242.8906;45125.15625;0.022701554;67585.82031
5033.8328;1;3;1;3;3;3;0.381799072;48.70651245;116815.1406;45214.18359;0.022715369;67654.22656
5033.9852;1;3;1;3;3;3;0.38175118;49.47196579;117387.3828;45303.21094;0.022729183;67722.625
5034.1376;2;3;2;3;3;3;0.381703287;50.23742294;117959.625;45392.23438;0.022743003;67791.01563
5034.29;2;3;2;3;3;3;0.381655425;51.00288391;118531.8672;45481.25781;0.022756821;67859.40625
5034.4424;2;3;2;3;3;3;0.381607533;51.76834869;119104.0938;45570.28125;0.022770638;67927.78906
5034.5948;3;3;3;3;3;3;0.38155967;52.53381729;119676.3203;45659.30469;0.022784464;67996.15625
5034.7472;4;3;3;3;3;3;0.381511837;53.29928589;120248.5391;45748.32422;0.022798283;68064.52344
5034.8996;4;3;3;3;3;3;0.381463975;54.06476593;120820.75;45837.34375;0.022812104;68132.89063
5035.052;4;3;3;3;3;3;0.381416142;54.83024597;121392.9609;45926.36328;0.022825927;68201.24219
5035.2044;4;3;3;3;3;3;0.381368309;55.59572983;121965.1641;46015.37891;0.022839753;68269.59375
5035.3568;4;3;3;3;3;3;0.381320477;56.3612175;122537.3672;46104.39453;0.022853578;68337.9375
5035.5092;4;3;3;3;3;3;0.381272644;57.12670517;123109.5547;46193.41016;0.022867408;68406.27344
5035.6616;4;3;3;3;3;3;0.381224811;57.89220429;123681.7422;46282.42578;0.022881238;68474.60156
5035.814;4;3;3;3;3;3;0.381176978;58.6577034;124253.9297;46371.44141;0.022895068;68542.92969
5035.9664;3;3;3;3;3;3;0.381129175;59.42320633;124826.1016;46460.45313;0.022908898;68611.24219
5036.1188;3;3;3;3;3;3;0.381081373;60.18871307;125398.2734;46549.46484;0.022922726;68679.55469
5036.2712;2;3;2;3;3;3;0.38103354;60.95422363;125970.4453;46638.47656;0.022936562;68747.85938
5036.4236;3;3;3;3;3;3;0.380985767;61.71973801;126542.6016;46727.48438;0.022950398;68816.15625
5036.576;3;3;3;3;3;3;0.380937964;62.4852562;127114.7578;46816.49219;0.022964232;68884.44531
5036.7284;4;3;3;3;3;3;0.380890161;63.25078201;127686.9063;46905.5;0.022978067;68952.73438
5036.8808;4;3;3;3;3;3;0.380842388;64.01630402;128259.0547;46994.50781;0.022991901;69021.01563
5037.0332;4;3;3;3;3;3;0.380794615;64.78183746;128831.1953;47083.51172;0.023005741;69089.28906
5037.1856;4;3;3;3;3;3;0.380746841;65.54737091;129403.3281;47172.51563;0.023019582;69157.55469
5037.338;4;3;3;3;3;3;0.380699098;66.31291199;129975.4609;47261.51953;0.023033422;69225.82031
5037.4904;3;3;3;3;3;3;0.380651325;67.07845306;130547.5859;47350.52344;0.023047267;69294.07031
5037.6428;3;3;3;3;3;3;0.380603582;67.84399414;131119.7031;47439.52734;0.023061112;69362.32031
5037.7952;3;3;3;3;3;3;0.380555838;68.60954285;131691.8281;47528.52734;0.023074957;69430.5625
5037.9476;3;3;3;3;3;3;0.380508095;69.37509918;132263.9375;47617.52344;0.023088802;69498.79688
5038.1;3;3;3;3;3;3;0.380479872;70.1503067;132679.4688;47691.96094;0.023111107;69551.69531
5038.2524;3;3;3;3;3;3;0.380504131;70.95150757;132673.5313;47727.20703;0.023156202;69563.34375
5038.4048;3;3;3;3;3;3;0.380563259;71.76994324;132388.0156;47736.44922;0.023216408;69547.60938
5038.5572;3;3;3;3;3;3;0.380622357;72.58837128;132102.5156;47745.6875;0.02327661;69531.88281
5038.7096;3;3;3;3;3;3;0.380681485;73.40679932;131817;47754.92188;0.02333682;69516.15625
5038.862;3;3;3;3;3;3;0.380740613;74.22522736;131531.5;47764.15625;0.02339703;69500.42188
5039.0144;2;3;2;3;3;3;0.38079989;75.04359436;131246;47773.38281;0.023457233;69484.69531
5039.1668;2;3;2;3;3;3;0.380859435;75.86184692;130960.4609;47782.59766;0.023517419;69468.96875
5039.3192;2;3;2;3;3;3;0.380919099;76.68006897;130674.9297;47791.8125;0.023577603;69453.24219
5039.4716;2;3;2;3;3;3;0.380978763;77.49828339;130389.4063;47801.02344;0.023637788;69437.52344
5039.624;2;3;2;3;3;3;0.381038427;78.31649017;130103.9063;47810.23438;0.023697972;69421.79688
5039.7764;2;3;2;3;3;3;0.381098092;79.13470459;129818.4219;47819.44531;0.023758164;69406.07813
5039.9288;2;3;2;3;3;3;0.381157756;79.95291138;129532.9609;47828.65234;0.023818353;69390.36719
5040.0812;3;3;3;3;3;3;0.38121742;80.77111816;129247.5156;47837.85938;0.023878543;69374.64844
5040.2336;3;3;3;3;3;3;0.381277084;81.58931732;128962.0859;47847.0625;0.023938738;69358.9375
5040.386;3;3;3;3;3;3;0.381336749;82.40751648;128676.6797;47856.26953;0.023998933;69343.22656
5040.5384;3;3;3;3;3;3;0.381396443;83.22570801;128391.2813;47865.46875;0.024059126;69327.51563
5040.6908;2;3;2;3;3;3;0.381456137;84.04389954;128105.9063;47874.67188;0.024119327;69311.8125
5040.8432;2;3;2;3;3;3;0.381515801;84.86209106;127820.5391;47883.87109;0.024179528;69296.10156
5040.9956;2;3;2;3;3;3;0.381575495;85.68028259;127535.2031;47893.06641;0.024239726;69280.39844
5041.148;2;3;2;3;3;3;0.381635189;86.49846649;127249.875;47902.26172;0.024299927;69264.69531
5041.3004;2;3;2;3;3;3;0.381694913;87.31664276;126964.5703;47911.45703;0.024360132;69249
5041.4528;2;3;2;3;3;3;0.381754607;88.13482666;126679.2813;47920.65234;0.024420342;69233.29688
5041.6052;2;3;2;3;3;3;0.381814301;88.95300293;126394.0078;47929.84375;0.024480548;69217.60156
5041.7576;2;3;2;3;3;3;0.381874025;89.77117157;126108.75;47939.03125;0.02454075;69201.90625
5041.91;2;3;2;3;3;3;0.381933749;90.58934784;125823.5156;47948.21875;0.024600964;69186.21875
5042.0624;3;3;3;3;3;3;0.381993473;91.40751648;125538.2969;47957.40625;0.024661182;69170.52344
5042.2148;3;3;3;3;3;3;0.382053196;92.22567749;125253.0938;47966.59375;0.024721392;69154.83594
5042.3672;3;3;3;3;3;3;0.38211292;93.0438385;124967.9063;47975.77734;0.024781605;69139.14844
5042.5196;3;3;3;3;3;3;0.382172644;93.86199951;124682.7344;47984.96094;0.024841825;69123.46094
5042.672;4;3;3;3;3;3;0.382232398;94.68015289;124397.5859;47994.14063;0.024902044;69107.77344
5042.8244;4;3;3;3;3;3;0.382292152;95.49830627;124112.4531;48003.32031;0.024962265;69092.09375
5042.9768;4;3;3;3;3;3;0.382351875;96.31645203;123827.3359;48012.5;0.025022488;69076.41406
5043.1292;4;3;3;3;3;3;0.382437855;97.12669373;123353.5391;47997.03516;0.02508414;69047.86719
5043.2816;3;3;3;3;3;3;0.382577628;97.9207077;122493.1875;47931.08984;0.025148708;68992.95313
5043.434;3;3;3;3;3;3;0.382738799;98.70826721;121478.7578;47845.03125;0.025214449;68927.53125
5043.5864;3;3;3;3;3;3;0.38289997;99.49583435;120464.3516;47758.97266;0.025280187;68862.10938
5043.7388;2;3;2;3;3;3;0.383061141;100.2834015;119449.9609;47672.91797;0.025345927;68796.69531
5043.8912;2;3;2;3;4;3;0.383222342;101.0709686;118435.5781;47586.86719;0.025411667;68731.28125
5044.0436;2;3;2;3;4;3;0.383383513;101.858551;117421.2188;47500.81641;0.025477411;68665.86719
5044.196;2;3;2;3;4;3;0.383544684;102.6461258;116406.8672;47414.76563;0.025543157;68600.45313
5044.3484;2;3;2;3;4;3;0.383705854;103.4337082;115392.5313;47328.72266;0.025608905;68535.03906
5044.5008;3;3;3;3;4;3;0.383867055;104.2212982;114378.2109;47242.68359;0.025674662;68469.625
5044.6532;2;3;2;3;4;3;0.384028226;105.0088882;113363.8984;47156.64453;0.025740411;68404.21875
5044.8056;3;3;3;3;4;3;0.384189427;105.7964783;112349.6094;47070.61328;0.025806166;68338.8125
5044.958;3;3;3;3;4;3;0.384350598;106.5840759;111335.3359;46984.58203;0.025871925;68273.40625
5045.1104;3;3;3;3;4;3;0.384511799;107.3716812;110321.0781;46898.55078;0.025937686;68208
5045.2628;3;3;3;3;4;3;0.38467297;108.1592865;109306.8281;46812.52344;0.026003448;68142.60156
5045.4152;3;3;3;3;4;3;0.38483417;108.9468918;108292.5938;46726.50391;0.026069215;68077.20313
5045.5676;3;3;3;3;4;3;0.384995371;109.7345047;107278.3828;46640.48438;0.026134979;68011.80469
5045.72;3;3;3;3;4;3;0.385156572;110.5221252;106264.1719;46554.46484;0.026200749;67946.40625
5045.8724;3;3;3;3;4;3;0.385317743;111.3097458;105249.9922;46468.45313;0.026266519;67881.00781
5046.0248;3;3;3;3;4;3;0.385478944;112.0973663;104235.8203;46382.44141;0.026332293;67815.61719
5046.1772;4;3;3;3;4;3;0.385640144;112.8849945;103221.6563;46296.43359;0.026398068;67750.22656
5046.3296;4;3;3;3;4;3;0.385801345;113.6726227;102207.5156;46210.42578;0.026463842;67684.83594
5046.482;4;3;3;3;4;3;0.385962546;114.4602585;101193.3828;46124.42578;0.026529627;67619.44531
5046.6344;4;3;3;3;4;3;0.386123747;115.2479019;100179.2734;46038.42578;0.026595414;67554.0625
5046.7868;4;3;3;3;4;3;0.386284947;116.0355454;99165.17188;45952.42969;0.026661193;67488.67188
5046.9392;4;3;3;3;4;3;0.386446178;116.8231888;98151.08594;45866.4375;0.026726976;67423.28906
5047.0916;4;3;3;3;4;3;0.386607379;117.6108398;97137.01563;45780.44531;0.026792767;67357.90625
5047.244;4;3;3;3;4;3;0.38676858;118.3984985;96122.96094;45694.45703;0.026858557;67292.53125
5047.3964;4;3;3;3;4;3;0.38692981;119.1861572;95108.92188;45608.47266;0.026924351;67227.14844
5047.5488;4;3;3;3;4;3;0.387091011;119.9738159;94094.89844;45522.49219;0.026990147;67161.77344
5047.7012;4;3;3;3;4;3;0.387252212;120.7614746;93080.88281;45436.51172;0.02705594;67096.39844
5047.8536;4;3;3;3;4;3;0.387413442;121.5491486;92066.88281;45350.53906;0.027121745;67031.02344
5048.006;4;3;3;3;4;3;0.387574643;122.3368149;91052.90625;45264.56641;0.02718755;66965.64844
5048.1584;4;3;3;3;4;3;0.387743324;123.1385193;89864.88281;45164.69922;0.027250104;66903.11719
5048.3108;4;3;3;3;4;3;0.387924641;123.964035;88381.36719;45041.25;0.027307145;66845.39844
5048.4632;4;3;3;3;4;3;0.388108134;124.7935867;86847.71094;44913.80078;0.027363256;66788.50781
5048.6156;4;3;3;3;4;3;0.388291597;125.6231461;85314.0625;44786.34766;0.027419366;66731.61719
5048.768;4;3;3;3;4;3;0.388475061;126.4527054;83780.42969;44658.90234;0.027475474;66674.71875
5048.9204;4;3;3;3;4;3;0.388658494;127.2822647;82246.80469;44531.45313;0.027531585;66617.82813
5049.0728;4;3;3;3;4;3;0.388841957;128.1118164;80713.19531;44404.00781;0.027587695;66560.94531
5049.2252;4;3;3;3;4;3;0.38902542;128.9413757;79179.59375;44276.5625;0.027643805;66504.05469
5049.3776;4;3;3;3;4;3;0.389208853;129.7709351;77646;44149.11719;0.027699916;66447.16406
5049.53;4;3;3;3;4;3;0.389392316;130.6005096;76112.42188;44021.67578;0.027756022;66390.28125
5049.6824;4;3;3;3;4;3;0.38957575;131.430069;74578.85938;43894.23047;0.027812125;66333.39844
5049.8348;4;3;3;3;4;3;0.389759183;132.2596436;73045.30469;43766.79297;0.027868236;66276.51563
5049.9872;4;3;3;3;4;3;0.389942646;133.0892029;71511.78125;43639.35547;0.027924342;66219.64063
5050.1396;4;3;3;3;4;3;0.390126109;133.918747;69978.29688;43511.92578;0.027980438;66162.77344
5050.292;3;3;3;3;4;3;0.390309602;134.748291;68444.84375;43384.50391;0.028036527;66105.90625
5050.4444;3;3;3;3;4;3;0.390493065;135.5778351;66911.40625;43257.08203;0.028092617;66049.04688
