MD;Ele;Ele5;EleSimp;EleSimp5;UpscaledThinLayerRemoval;UpscaledThinLayerRemovalSimp;AMPCONS;INSPHASE;RAI;RMS;FLAT;SWT
5212.08;2;4;2;3;4;3;0.24021548;2.767155409;58598.26953;60725.16016;0.025070431;97835.5
5212.2324;3;4;3;3;4;3;0.240074888;3.417350531;60316.97656;60777.46484;0.024881531;97771.57813
5212.3848;3;4;3;3;4;3;0.239934683;4.06746912;62035.31641;60829.76172;0.024692779;97708.75
5212.5372;3;4;3;3;4;3;0.23979488;4.71750927;63753.28906;60882.04297;0.02450419;97647.02344
5212.6896;3;4;3;3;4;3;0.23965545;5.367470741;65470.88281;60934.3125;0.024315741;97586.39063
5212.842;3;4;3;3;4;3;0.239516392;6.017352104;67188.10938;60986.57031;0.024127441;97526.85938
5212.9944;3;4;3;3;4;3;0.239377737;6.667151928;68904.95313;61038.81641;0.023939289;97468.41406
5213.1468;3;4;3;3;4;3;0.239239454;7.316869259;70621.42188;61091.04688;0.023751291;97411.0625
5213.2992;3;4;3;3;4;3;0.239101559;7.966503143;72337.50781;61143.26563;0.023563441;97354.79688
5213.4516;3;4;3;3;4;3;0.238964036;8.616052628;74053.21094;61195.46875;0.023375729;97299.61719
5213.604;4;4;3;3;4;3;0.238826901;9.265515328;75768.52344;61247.66016;0.023188161;97245.52344
5213.7564;4;4;3;3;4;3;0.238690168;9.914892197;77483.45313;61299.83984;0.023000751;97192.50781
5213.9088;4;4;3;3;4;3;0.238553792;10.56418037;79197.99219;61352.00781;0.022813469;97140.57813
5214.0612;4;4;3;3;4;3;0.238417819;11.21337986;80912.14063;61404.16016;0.022626329;97089.71875
5214.2136;4;4;3;3;4;3;0.238282219;11.86248779;82625.89844;61456.30078;0.02243934;97039.9375
5214.366;4;4;3;3;4;3;0.238147005;12.51150513;84339.25781;61508.42969;0.022252491;96991.22656
5214.5184;4;4;3;3;4;3;0.238012165;13.16042996;86052.21094;61560.54297;0.02206577;96943.59375
5214.6708;4;4;3;3;4;3;0.237877712;13.80926037;87764.77344;61612.64063;0.0218792;96897.02344
5214.8232;4;4;3;3;4;3;0.237743646;14.45799637;89476.92969;61664.73047;0.02169276;96851.52344
5214.9756;4;4;3;3;4;3;0.237609968;15.10663605;91188.67969;61716.80469;0.02150646;96807.08594
5215.128;4;4;3;3;4;3;0.237476662;15.75517941;92900.02344;61768.86328;0.0213203;96763.71094
5215.2804;4;4;3;3;4;3;0.237343743;16.40362358;94610.96094;61820.91016;0.02113427;96721.39844
5215.4328;4;4;3;3;4;3;0.237211198;17.05196762;96321.48438;61872.94531;0.020948371;96680.14063
5215.5852;4;4;3;3;4;3;0.237079039;17.70021248;98031.59375;61924.96484;0.020762609;96639.94531
5215.7376;3;4;3;3;4;3;0.236947268;18.34835625;99741.28906;61976.97266;0.020576989;96600.79688
5215.89;3;3;3;3;4;3;0.236815885;18.99639511;101450.5625;62028.96484;0.02039149;96562.70313
5216.0424;3;3;3;3;4;3;0.236684874;19.64433098;103159.4219;62080.94531;0.020206129;96525.65625
5216.1948;3;3;3;3;4;3;0.236554235;20.29216194;104867.8594;62132.91016;0.020020889;96489.66406
5216.3472;3;3;3;3;4;3;0.236423999;20.939888;106575.8672;62184.86328;0.019835779;96454.71094
5216.4996;4;3;3;3;4;3;0.236294121;21.58750534;108283.4531;62236.80469;0.01965081;96420.79688
5216.652;4;3;3;3;4;3;0.236164644;22.23501396;109990.6016;62288.72656;0.019465949;96387.92969
5216.8044;4;3;3;3;4;3;0.236035541;22.88241386;111697.3281;62340.64063;0.019281231;96356.10156
5216.9568;4;3;3;3;4;3;0.235906825;23.52970123;113403.6172;62392.53906;0.01909663;96325.3125
5217.1092;4;3;3;3;4;3;0.235778481;24.17687798;115109.4766;62444.42188;0.018912161;96295.55469
5217.2616;4;3;3;3;4;3;0.235650525;24.82394218;116814.8984;62496.29297;0.018727809;96266.82813
5217.414;4;3;3;3;4;3;0.235522941;25.47089195;118519.875;62548.14844;0.018543581;96239.13281
5217.5664;4;3;3;3;4;3;0.235395744;26.11772728;120224.4141;62599.98828;0.018359469;96212.46875
5217.7188;4;3;3;3;4;3;0.235268936;26.76444435;121928.5078;62651.81641;0.01817549;96186.82813
5217.8712;4;3;3;3;4;3;0.235142499;27.41104507;123632.1563;62703.63281;0.01799163;96162.21094
5218.0236;4;3;3;3;4;3;0.235092044;28.0432663;124765.3594;62777.53906;0.01793387;96099.36719
5218.176;4;3;3;3;4;3;0.235052317;28.67367744;125819.8047;62854.48047;0.01789321;96031.34375
5218.3284;4;3;3;3;4;3;0.235012874;29.30425835;126873.9766;62931.41406;0.017852251;95963.5
5218.4808;4;3;3;3;4;3;0.234973744;29.9350071;127927.8906;63008.33984;0.017811021;95895.82813
5218.6332;4;3;3;3;4;3;0.234934896;30.5659256;128981.5391;63085.25391;0.017769489;95828.33594
5218.7856;4;3;3;3;4;3;0.234896347;31.19701004;130034.9219;63162.16016;0.017727681;95761.02344
5218.938;3;3;3;3;4;3;0.234858111;31.82826233;131088.0313;63239.05859;0.017685579;95693.89063
5219.0904;3;3;3;3;4;3;0.234820157;32.45968247;132140.875;63315.94531;0.0176432;95626.94531
5219.2428;3;3;3;3;4;3;0.234782502;33.09126663;133193.4688;63392.82031;0.01760052;95560.1875
5219.3952;3;3;3;3;4;3;0.234745145;33.72301483;134245.7813;63469.6875;0.01755756;95493.61719
5219.5476;4;3;3;3;4;3;0.234708086;34.35493088;135297.8281;63546.54297;0.0175143;95427.22656
5219.7;4;3;3;3;4;3;0.234671325;34.98701096;136349.5938;63623.39063;0.01747076;95361.03906
5219.8524;4;3;3;3;4;3;0.234634861;35.61925125;137401.1094;63700.22656;0.017426919;95295.03125
5220.0048;3;3;3;3;4;3;0.234598711;36.25165939;138452.3594;63777.05078;0.017382789;95229.22656
5220.1572;3;3;3;3;4;3;0.234562844;36.88422775;139503.3281;63853.86719;0.017338371;95163.61719
5220.3096;2;3;2;3;4;3;0.234527275;37.51695633;140554.0313;63930.67188;0.01729366;95098.19531
5220.462;2;3;2;3;4;3;0.234492004;38.14984894;141604.4688;64007.46484;0.017248649;95032.98438
5220.6144;2;3;2;3;4;3;0.234457031;38.78290176;142654.6406;64084.24609;0.01720335;94967.96875
5220.7668;2;3;2;3;4;3;0.234422356;39.41611481;143704.5313;64161.01953;0.01715775;94903.14844
5220.9192;2;3;2;3;4;3;0.234387979;40.04948807;144754.1719;64237.78125;0.01711186;94838.53906
5221.0716;2;3;2;3;3;3;0.2343539;40.68301773;145803.5313;64314.52734;0.01706567;94774.13281
5221.224;3;3;3;3;3;3;0.234320119;41.31670761;146852.6094;64391.26563;0.017019181;94709.9375
